,UMAP1,UMAP2,cluster,cell_id,selected_cluster
0,-0.06806905,3.73339,39,73,0
1,0.33348206,1.1943504,26,75,0
2,-1.1644706,6.361411,41,79,0
3,-1.5951667,6.210505,48,80,0
4,-1.6923639,5.8318586,48,83,0
5,-1.0382413,3.1239383,29,84,0
6,4.8000617,2.3082492,11,86,0
7,-0.048388865,5.5845275,14,87,0
8,0.37263313,1.2716515,26,90,0
9,2.8812153,2.6932945,4,93,0
10,0.3611146,3.2682705,17,94,0
11,-0.27692822,6.1233435,28,96,28
12,-0.46447966,3.4152143,6,97,0
13,-1.2276917,3.1187804,29,98,0
14,-0.6240201,6.147349,28,100,0
15,-1.0988855,5.293298,44,101,0
16,-1.5582427,6.590302,23,103,23
17,-1.0890228,5.8146157,7,104,0
18,0.88113904,4.770516,24,105,0
19,0.030029843,3.132225,17,106,0
20,-1.558419,3.6232367,34,108,0
21,-1.1822158,6.5653877,41,109,0
22,0.10536512,2.4608238,45,110,0
23,4.6283407,1.5703552,50,113,0
24,-1.4108646,6.261268,48,114,0
25,-0.019752624,5.6760006,14,115,0
26,-0.82920986,5.495711,7,117,0
27,1.3687813,2.4453166,19,118,0
28,-1.1899651,6.071059,41,119,0
29,0.63233435,3.0190334,16,120,0
30,-1.1242881,6.1110106,41,121,0
31,0.34583676,1.1581452,26,122,0
32,1.9191735,4.031366,31,123,0
33,-0.6378651,5.4368043,7,124,0
34,-0.61242056,2.5970678,36,125,0
35,1.5187236,3.9130335,8,126,0
36,-0.9618062,3.7605474,34,127,0
37,0.5535949,5.316699,14,128,0
38,-1.3000224,6.136045,48,129,0
39,-1.069729,6.1993046,41,130,0
40,-0.30576128,6.418686,28,132,0
41,-0.4520601,4.030382,6,133,0
42,-1.4322565,5.156384,44,135,44
43,1.1793894,4.7879653,24,136,0
44,0.99959475,5.4484673,24,137,0
45,-0.26365468,5.7931123,28,138,0
46,-1.6256046,6.13856,48,139,0
47,-1.3376951,6.418089,41,141,0
48,4.67578,3.1280086,10,142,0
49,-1.3037809,4.3212385,34,143,0
50,-1.3895471,6.1970663,48,144,0
51,0.69460833,3.3135724,16,146,0
52,0.2942459,2.0802672,45,147,0
53,-1.1829404,6.479692,41,150,0
54,2.0325649,4.709974,31,158,0
55,0.7911965,4.1667156,12,208,0
56,-0.12019276,3.451297,39,210,0
57,0.7353783,2.8670285,16,215,0
58,-0.16060062,3.749149,39,250,0
59,-0.55349004,4.035538,6,255,0
60,1.8216587,2.4923825,19,257,0
61,2.7287755,2.461504,4,258,0
62,-0.090098284,3.8609993,39,262,0
63,-0.33645025,3.92215,6,263,0
64,-1.081849,5.5145555,7,264,0
65,-0.362004,3.0497525,17,266,0
66,-0.42863494,4.0922294,3,267,0
67,2.2109673,3.150042,49,268,0
68,-1.7313036,6.222211,48,270,0
69,-0.25004724,3.958051,39,271,0
70,0.5069063,4.005878,39,272,0
71,-0.9541263,5.361733,7,273,0
72,-1.2096975,5.563467,44,274,0
73,-0.6165078,3.1593285,36,275,0
74,-0.6321367,4.3793874,3,276,0
75,-1.0546142,4.282396,34,277,0
76,-1.0606627,3.430802,29,278,0
77,0.036031377,4.0107675,39,279,0
78,1.3952435,3.7059436,8,280,0
79,-0.4077319,4.1899567,3,281,0
80,0.8893353,3.6662834,8,282,0
81,1.7044073,2.6789145,19,283,0
82,2.3999548,3.905711,25,284,0
83,-1.325348,5.276841,44,285,0
84,0.004272721,4.318312,12,286,0
85,4.372655,1.2397021,35,287,0
86,0.6150989,3.310626,16,288,0
87,-0.38228178,3.967885,6,289,0
88,-0.05158393,3.8555803,39,291,0
89,2.5267308,3.580546,49,292,0
90,-1.6732167,5.905787,48,293,0
91,-0.42994225,4.238675,3,294,0
92,3.5395548,2.894742,43,295,0
93,-1.2034426,5.844298,7,296,0
94,-0.23772575,3.928525,39,297,0
95,-0.8107468,5.6868773,7,298,0
96,-1.5212258,6.3043733,48,299,0
97,0.18084757,3.757006,39,300,39
98,1.0181303,4.640024,24,301,0
99,-0.97628653,3.8502798,34,302,0
100,-1.466437,5.467176,44,303,0
101,-0.9302084,3.8829422,34,304,0
102,-0.17515408,4.618469,3,306,0
103,0.04323567,4.936239,14,307,0
104,-1.3066899,5.371833,44,308,0
105,-1.5592464,6.3628054,23,309,0
106,0.55706334,3.5645845,39,310,0
107,1.3996404,5.0176578,24,311,0
108,3.2440906,2.4006631,4,312,0
109,-0.30057737,3.744984,6,313,0
110,0.21798408,3.5785546,39,314,0
111,-0.8111519,4.9203615,3,315,0
112,-1.5403163,5.6449604,44,316,0
113,-1.4106872,6.1175056,48,317,0
114,-0.04980888,4.0904264,39,318,0
115,-1.0661519,4.97285,44,319,0
116,-0.53404033,5.345569,7,320,0
117,0.7091511,4.3218365,12,322,0
118,-0.8211689,5.9466,7,323,0
119,-0.6422582,2.955996,36,324,0
